sum,agency,year,country
540398.09,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,UGA
38594,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,UKR
169279316.76,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,USA
16100000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,VGB
4652520.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,ZAF
1000000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2020,ZMB
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2021,USA
47000,AMERICAN BATTLE MONUMENTS COMMISSION (ABMC),1999,USA
49000,AMERICAN BATTLE MONUMENTS COMMISSION (ABMC),2000,USA
58000,AMERICAN BATTLE MONUMENTS COMMISSION (ABMC),2002,USA
19076.39,AMERICAN BATTLE MONUMENTS COMMISSION (ABMC),2003,USA
178717.15,AMERICAN BATTLE MONUMENTS COMMISSION (ABMC),2004,USA
2792000,ARMED FORCES RETIREMENT HOME (AFRH),1999,USA
2559000,ARMED FORCES RETIREMENT HOME (AFRH),2000,USA
8836000,ARMED FORCES RETIREMENT HOME (AFRH),2001,USA
1526937,ARMED FORCES RETIREMENT HOME (AFRH),2002,USA
8650000,BROADCASTING BOARD OF GOVERNORS (BBG),1999,USA
203000,BROADCASTING BOARD OF GOVERNORS (BBG),2000,CAN
34948000,BROADCASTING BOARD OF GOVERNORS (BBG),2000,USA
51361500,BROADCASTING BOARD OF GOVERNORS (BBG),2001,USA
51000,BROADCASTING BOARD OF GOVERNORS (BBG),2002,CAN
69294685.13,BROADCASTING BOARD OF GOVERNORS (BBG),2002,USA
219600,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ALB
3850,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ARE
1800,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ARG
99934,BROADCASTING BOARD OF GOVERNORS (BBG),2003,BFA
1440,BROADCASTING BOARD OF GOVERNORS (BBG),2003,BOL
405,BROADCASTING BOARD OF GOVERNORS (BBG),2003,CAN
3472,BROADCASTING BOARD OF GOVERNORS (BBG),2003,CHE
90,BROADCASTING BOARD OF GOVERNORS (BBG),2003,CHL
2250,BROADCASTING BOARD OF GOVERNORS (BBG),2003,COL
33330,BROADCASTING BOARD OF GOVERNORS (BBG),2003,CZE
1890,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ECU
495,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ESP
0,BROADCASTING BOARD OF GOVERNORS (BBG),2003,HKG
673440,BROADCASTING BOARD OF GOVERNORS (BBG),2003,HUN
13000,BROADCASTING BOARD OF GOVERNORS (BBG),2003,IDN
360,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ISR
39700,BROADCASTING BOARD OF GOVERNORS (BBG),2003,JOR
311100,BROADCASTING BOARD OF GOVERNORS (BBG),2003,LTU
18720,BROADCASTING BOARD OF GOVERNORS (BBG),2003,MNG
270,BROADCASTING BOARD OF GOVERNORS (BBG),2003,NIC
0,BROADCASTING BOARD OF GOVERNORS (BBG),2003,NLD
1665,BROADCASTING BOARD OF GOVERNORS (BBG),2003,PER
120000,BROADCASTING BOARD OF GOVERNORS (BBG),2003,PHL
530700,BROADCASTING BOARD OF GOVERNORS (BBG),2003,ROU
696250,BROADCASTING BOARD OF GOVERNORS (BBG),2003,RUS
225,BROADCASTING BOARD OF GOVERNORS (BBG),2003,SLV
1284660,BROADCASTING BOARD OF GOVERNORS (BBG),2003,TJK
900,BROADCASTING BOARD OF GOVERNORS (BBG),2003,URY
53513279.74,BROADCASTING BOARD OF GOVERNORS (BBG),2003,USA
1530,BROADCASTING BOARD OF GOVERNORS (BBG),2003,VEN
46428,BROADCASTING BOARD OF GOVERNORS (BBG),2004,AFG
10500,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ALB
43230,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ARE
5310,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ARG
0,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ARM
8000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,AUS
3000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,BEL
7400,BROADCASTING BOARD OF GOVERNORS (BBG),2004,BIH
5895,BROADCASTING BOARD OF GOVERNORS (BBG),2004,BOL
2500,BROADCASTING BOARD OF GOVERNORS (BBG),2004,BWA
281956.38,BROADCASTING BOARD OF GOVERNORS (BBG),2004,CAN
499802,BROADCASTING BOARD OF GOVERNORS (BBG),2004,CHE
2520,BROADCASTING BOARD OF GOVERNORS (BBG),2004,CHL
89000.62,BROADCASTING BOARD OF GOVERNORS (BBG),2004,CIV
8640,BROADCASTING BOARD OF GOVERNORS (BBG),2004,COL
33375,BROADCASTING BOARD OF GOVERNORS (BBG),2004,CZE
10000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,DEU
225,BROADCASTING BOARD OF GOVERNORS (BBG),2004,DOM
8865,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ECU
4725,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ESP
495230,BROADCASTING BOARD OF GOVERNORS (BBG),2004,FRA
724389.35,BROADCASTING BOARD OF GOVERNORS (BBG),2004,GBR
10100,BROADCASTING BOARD OF GOVERNORS (BBG),2004,GHA
29000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,GRC
3051521.5,BROADCASTING BOARD OF GOVERNORS (BBG),2004,HKG
550,BROADCASTING BOARD OF GOVERNORS (BBG),2004,HRV
-175680,BROADCASTING BOARD OF GOVERNORS (BBG),2004,HUN
3499.98,BROADCASTING BOARD OF GOVERNORS (BBG),2004,IDN
126500,BROADCASTING BOARD OF GOVERNORS (BBG),2004,IND
500,BROADCASTING BOARD OF GOVERNORS (BBG),2004,IRN
900654,BROADCASTING BOARD OF GOVERNORS (BBG),2004,IRQ
1980,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ISR
10200,BROADCASTING BOARD OF GOVERNORS (BBG),2004,JOR
3300,BROADCASTING BOARD OF GOVERNORS (BBG),2004,KEN
63416.69,BROADCASTING BOARD OF GOVERNORS (BBG),2004,LBN
-31790,BROADCASTING BOARD OF GOVERNORS (BBG),2004,LTU
24895,BROADCASTING BOARD OF GOVERNORS (BBG),2004,MEX
7275,BROADCASTING BOARD OF GOVERNORS (BBG),2004,MKD
39816,BROADCASTING BOARD OF GOVERNORS (BBG),2004,MNG
1260,BROADCASTING BOARD OF GOVERNORS (BBG),2004,NIC
881228,BROADCASTING BOARD OF GOVERNORS (BBG),2004,NLD
1100,BROADCASTING BOARD OF GOVERNORS (BBG),2004,PAK
7425,BROADCASTING BOARD OF GOVERNORS (BBG),2004,PER
0,BROADCASTING BOARD OF GOVERNORS (BBG),2004,PHL
22440,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ROU
-52860,BROADCASTING BOARD OF GOVERNORS (BBG),2004,RUS
46000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,RWA
625000,BROADCASTING BOARD OF GOVERNORS (BBG),2004,SAU
1485,BROADCASTING BOARD OF GOVERNORS (BBG),2004,SLV
200,BROADCASTING BOARD OF GOVERNORS (BBG),2004,SRB
585,BROADCASTING BOARD OF GOVERNORS (BBG),2004,SWE
75085,BROADCASTING BOARD OF GOVERNORS (BBG),2004,TJK
81250,BROADCASTING BOARD OF GOVERNORS (BBG),2004,UKR
4320,BROADCASTING BOARD OF GOVERNORS (BBG),2004,URY
43261267.81,BROADCASTING BOARD OF GOVERNORS (BBG),2004,USA
8910,BROADCASTING BOARD OF GOVERNORS (BBG),2004,VEN
51535,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ZAF
44250,BROADCASTING BOARD OF GOVERNORS (BBG),2004,ZWE
291700,BROADCASTING BOARD OF GOVERNORS (BBG),2005,ALB
5300,BROADCASTING BOARD OF GOVERNORS (BBG),2005,AUS
20520,BROADCASTING BOARD OF GOVERNORS (BBG),2005,BEL
15750,BROADCASTING BOARD OF GOVERNORS (BBG),2005,BIH
158223,BROADCASTING BOARD OF GOVERNORS (BBG),2005,CAN
109355,BROADCASTING BOARD OF GOVERNORS (BBG),2005,CHE
135,BROADCASTING BOARD OF GOVERNORS (BBG),2005,CHL
50000,BROADCASTING BOARD OF GOVERNORS (BBG),2005,CMR
33330,BROADCASTING BOARD OF GOVERNORS (BBG),2005,CZE
660420,BROADCASTING BOARD OF GOVERNORS (BBG),2005,FRA
38092.32,BROADCASTING BOARD OF GOVERNORS (BBG),2005,GBR
2838116,BROADCASTING BOARD OF GOVERNORS (BBG),2005,HKG
15350,BROADCASTING BOARD OF GOVERNORS (BBG),2005,HRV
146000,BROADCASTING BOARD OF GOVERNORS (BBG),2005,HUN
20670,BROADCASTING BOARD OF GOVERNORS (BBG),2005,IDN
1200,BROADCASTING BOARD OF GOVERNORS (BBG),2005,ISR
33200,BROADCASTING BOARD OF GOVERNORS (BBG),2005,JPN
311440,BROADCASTING BOARD OF GOVERNORS (BBG),2005,LTU
4275,BROADCASTING BOARD OF GOVERNORS (BBG),2005,MEX
15420,BROADCASTING BOARD OF GOVERNORS (BBG),2005,MKD
492728,BROADCASTING BOARD OF GOVERNORS (BBG),2005,NLD
986790,BROADCASTING BOARD OF GOVERNORS (BBG),2005,PAK
120000,BROADCASTING BOARD OF GOVERNORS (BBG),2005,PHL
109920,BROADCASTING BOARD OF GOVERNORS (BBG),2005,ROU
733210,BROADCASTING BOARD OF GOVERNORS (BBG),2005,RUS
1910000,BROADCASTING BOARD OF GOVERNORS (BBG),2005,SAU
1850,BROADCASTING BOARD OF GOVERNORS (BBG),2005,SRB
2826949,BROADCASTING BOARD OF GOVERNORS (BBG),2005,TJK
61816597.89,BROADCASTING BOARD OF GOVERNORS (BBG),2005,USA
30685,BROADCASTING BOARD OF GOVERNORS (BBG),2005,ZWE
96675,BROADCASTING BOARD OF GOVERNORS (BBG),2006,ALB
6500,BROADCASTING BOARD OF GOVERNORS (BBG),2006,AUS
6118,BROADCASTING BOARD OF GOVERNORS (BBG),2006,AZE
232990.58,BROADCASTING BOARD OF GOVERNORS (BBG),2006,CAN
9388,BROADCASTING BOARD OF GOVERNORS (BBG),2006,CHE
-50000,BROADCASTING BOARD OF GOVERNORS (BBG),2006,CMR
57400,BROADCASTING BOARD OF GOVERNORS (BBG),2006,FRA
974665.02,BROADCASTING BOARD OF GOVERNORS (BBG),2006,GBR
2962475,BROADCASTING BOARD OF GOVERNORS (BBG),2006,HKG
23900,BROADCASTING BOARD OF GOVERNORS (BBG),2006,HUN
29512.8,BROADCASTING BOARD OF GOVERNORS (BBG),2006,IND
434010,BROADCASTING BOARD OF GOVERNORS (BBG),2006,LTU
492728,BROADCASTING BOARD OF GOVERNORS (BBG),2006,NLD
941850,BROADCASTING BOARD OF GOVERNORS (BBG),2006,PAK
417049,BROADCASTING BOARD OF GOVERNORS (BBG),2006,PAN
765940,BROADCASTING BOARD OF GOVERNORS (BBG),2006,ROU
744490,BROADCASTING BOARD OF GOVERNORS (BBG),2006,RUS
1959999.59,BROADCASTING BOARD OF GOVERNORS (BBG),2006,SAU
1883674,BROADCASTING BOARD OF GOVERNORS (BBG),2006,TJK
262348756.88,BROADCASTING BOARD OF GOVERNORS (BBG),2006,USA
1375,BROADCASTING BOARD OF GOVERNORS (BBG),2006,ZWE
176194.08,BROADCASTING BOARD OF GOVERNORS (BBG),2007,CAN
7942.69,BROADCASTING BOARD OF GOVERNORS (BBG),2007,CHE
406245,BROADCASTING BOARD OF GOVERNORS (BBG),2007,GBR
2815938,BROADCASTING BOARD OF GOVERNORS (BBG),2007,HKG
-3100,BROADCASTING BOARD OF GOVERNORS (BBG),2007,HUN
0,BROADCASTING BOARD OF GOVERNORS (BBG),2007,LTU
492728,BROADCASTING BOARD OF GOVERNORS (BBG),2007,NLD
120000,BROADCASTING BOARD OF GOVERNORS (BBG),2007,PHL
1593333.4,BROADCASTING BOARD OF GOVERNORS (BBG),2007,SAU
327588,BROADCASTING BOARD OF GOVERNORS (BBG),2007,TJK
57507994.45,BROADCASTING BOARD OF GOVERNORS (BBG),2007,USA
376848,BROADCASTING BOARD OF GOVERNORS (BBG),2008,CAN
60000,BROADCASTING BOARD OF GOVERNORS (BBG),2008,GBR
0,BROADCASTING BOARD OF GOVERNORS (BBG),2008,HKG
30050,BROADCASTING BOARD OF GOVERNORS (BBG),2008,IDN
10256.22,BROADCASTING BOARD OF GOVERNORS (BBG),2008,IND
119360,BROADCASTING BOARD OF GOVERNORS (BBG),2008,PAN
137765,BROADCASTING BOARD OF GOVERNORS (BBG),2008,UKR
42596806.6,BROADCASTING BOARD OF GOVERNORS (BBG),2008,USA
24735.2,BROADCASTING BOARD OF GOVERNORS (BBG),2009,AFG
283012.39,BROADCASTING BOARD OF GOVERNORS (BBG),2009,CAN
39273,BROADCASTING BOARD OF GOVERNORS (BBG),2009,CHE
890606.8,BROADCASTING BOARD OF GOVERNORS (BBG),2009,DEU
0,BROADCASTING BOARD OF GOVERNORS (BBG),2009,GBR
37350,BROADCASTING BOARD OF GOVERNORS (BBG),2009,HKG
85158,BROADCASTING BOARD OF GOVERNORS (BBG),2009,IDN
178080,BROADCASTING BOARD OF GOVERNORS (BBG),2009,NOR
200000,BROADCASTING BOARD OF GOVERNORS (BBG),2009,PAN
4680,BROADCASTING BOARD OF GOVERNORS (BBG),2009,SEN
20400,BROADCASTING BOARD OF GOVERNORS (BBG),2009,THA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2009,UGA
102624,BROADCASTING BOARD OF GOVERNORS (BBG),2009,UKR
52211178.83,BROADCASTING BOARD OF GOVERNORS (BBG),2009,USA
168655.2,BROADCASTING BOARD OF GOVERNORS (BBG),2010,AFG
218175,BROADCASTING BOARD OF GOVERNORS (BBG),2010,CAN
8085,BROADCASTING BOARD OF GOVERNORS (BBG),2010,CHE
841809,BROADCASTING BOARD OF GOVERNORS (BBG),2010,DEU
510515,BROADCASTING BOARD OF GOVERNORS (BBG),2010,GBR
0,BROADCASTING BOARD OF GOVERNORS (BBG),2010,HKG
161638.24,BROADCASTING BOARD OF GOVERNORS (BBG),2010,IDN
156800,BROADCASTING BOARD OF GOVERNORS (BBG),2010,KOR
712133,BROADCASTING BOARD OF GOVERNORS (BBG),2010,NOR
163700,BROADCASTING BOARD OF GOVERNORS (BBG),2010,PAN
5400,BROADCASTING BOARD OF GOVERNORS (BBG),2010,SEN
900,BROADCASTING BOARD OF GOVERNORS (BBG),2010,THA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2010,UGA
102624,BROADCASTING BOARD OF GOVERNORS (BBG),2010,UKR
90782534.93,BROADCASTING BOARD OF GOVERNORS (BBG),2010,USA
750,BROADCASTING BOARD OF GOVERNORS (BBG),2010,VEN
102021.33,BROADCASTING BOARD OF GOVERNORS (BBG),2011,AFG
237332.39,BROADCASTING BOARD OF GOVERNORS (BBG),2011,CAN
47526.58,BROADCASTING BOARD OF GOVERNORS (BBG),2011,CHE
937771.88,BROADCASTING BOARD OF GOVERNORS (BBG),2011,DEU
845058.66,BROADCASTING BOARD OF GOVERNORS (BBG),2011,GBR
3691482.34,BROADCASTING BOARD OF GOVERNORS (BBG),2011,HKG
55731.98,BROADCASTING BOARD OF GOVERNORS (BBG),2011,IDN
305500,BROADCASTING BOARD OF GOVERNORS (BBG),2011,ISR
496047,BROADCASTING BOARD OF GOVERNORS (BBG),2011,NOR
0,BROADCASTING BOARD OF GOVERNORS (BBG),2011,PAK
295000,BROADCASTING BOARD OF GOVERNORS (BBG),2011,PAN
102624,BROADCASTING BOARD OF GOVERNORS (BBG),2011,UKR
114331984.86,BROADCASTING BOARD OF GOVERNORS (BBG),2011,USA
325608.01,BROADCASTING BOARD OF GOVERNORS (BBG),2012,AFG
192000,BROADCASTING BOARD OF GOVERNORS (BBG),2012,ARE
1600,BROADCASTING BOARD OF GOVERNORS (BBG),2012,ARM
6879.84,BROADCASTING BOARD OF GOVERNORS (BBG),2012,CAN
36910.1,BROADCASTING BOARD OF GOVERNORS (BBG),2012,CHE
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,CHN
819911.41,BROADCASTING BOARD OF GOVERNORS (BBG),2012,DEU
40096,BROADCASTING BOARD OF GOVERNORS (BBG),2012,FRA
1245644,BROADCASTING BOARD OF GOVERNORS (BBG),2012,GBR
3095150,BROADCASTING BOARD OF GOVERNORS (BBG),2012,HKG
4950,BROADCASTING BOARD OF GOVERNORS (BBG),2012,HTI
113134.48,BROADCASTING BOARD OF GOVERNORS (BBG),2012,IDN
126664,BROADCASTING BOARD OF GOVERNORS (BBG),2012,ISR
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,KEN
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,KHM
18964.8,BROADCASTING BOARD OF GOVERNORS (BBG),2012,MNG
-3029.43,BROADCASTING BOARD OF GOVERNORS (BBG),2012,PAN
3800,BROADCASTING BOARD OF GOVERNORS (BBG),2012,SEN
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,THA
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,TWN
102624,BROADCASTING BOARD OF GOVERNORS (BBG),2012,UKR
155442970.62,BROADCASTING BOARD OF GOVERNORS (BBG),2012,USA
15000,BROADCASTING BOARD OF GOVERNORS (BBG),2012,VEN
0,BROADCASTING BOARD OF GOVERNORS (BBG),2012,VNM
1096,BROADCASTING BOARD OF GOVERNORS (BBG),2013,AFG
2400,BROADCASTING BOARD OF GOVERNORS (BBG),2013,ARM
89038.1,BROADCASTING BOARD OF GOVERNORS (BBG),2013,CAN
243358,BROADCASTING BOARD OF GOVERNORS (BBG),2013,CHE
7300,BROADCASTING BOARD OF GOVERNORS (BBG),2013,CHN
285929.66,BROADCASTING BOARD OF GOVERNORS (BBG),2013,DEU
107095,BROADCASTING BOARD OF GOVERNORS (BBG),2013,FRA
1339731,BROADCASTING BOARD OF GOVERNORS (BBG),2013,GBR
3095150,BROADCASTING BOARD OF GOVERNORS (BBG),2013,HKG
2475,BROADCASTING BOARD OF GOVERNORS (BBG),2013,HTI
121937.74,BROADCASTING BOARD OF GOVERNORS (BBG),2013,IDN
58000,BROADCASTING BOARD OF GOVERNORS (BBG),2013,IND
35162.02,BROADCASTING BOARD OF GOVERNORS (BBG),2013,ISR
5250,BROADCASTING BOARD OF GOVERNORS (BBG),2013,KHM
351.63,BROADCASTING BOARD OF GOVERNORS (BBG),2013,MNG
334500,BROADCASTING BOARD OF GOVERNORS (BBG),2013,PAK
3780,BROADCASTING BOARD OF GOVERNORS (BBG),2013,PAN
45760,BROADCASTING BOARD OF GOVERNORS (BBG),2013,SGP
24640,BROADCASTING BOARD OF GOVERNORS (BBG),2013,THA
143118863.48,BROADCASTING BOARD OF GOVERNORS (BBG),2013,USA
-900,BROADCASTING BOARD OF GOVERNORS (BBG),2013,VEN
62400,BROADCASTING BOARD OF GOVERNORS (BBG),2014,AFG
60000,BROADCASTING BOARD OF GOVERNORS (BBG),2014,ARE
5100,BROADCASTING BOARD OF GOVERNORS (BBG),2014,ARM
537510,BROADCASTING BOARD OF GOVERNORS (BBG),2014,BGD
455885.31,BROADCASTING BOARD OF GOVERNORS (BBG),2014,CAN
411808.1,BROADCASTING BOARD OF GOVERNORS (BBG),2014,CHE
27304,BROADCASTING BOARD OF GOVERNORS (BBG),2014,CHN
51566.67,BROADCASTING BOARD OF GOVERNORS (BBG),2014,CIV
277085.07,BROADCASTING BOARD OF GOVERNORS (BBG),2014,DEU
5700,BROADCASTING BOARD OF GOVERNORS (BBG),2014,DNK
40578.4,BROADCASTING BOARD OF GOVERNORS (BBG),2014,FRA
1192169.27,BROADCASTING BOARD OF GOVERNORS (BBG),2014,GBR
300000,BROADCASTING BOARD OF GOVERNORS (BBG),2014,GEO
3115150,BROADCASTING BOARD OF GOVERNORS (BBG),2014,HKG
76618.11,BROADCASTING BOARD OF GOVERNORS (BBG),2014,IDN
58000,BROADCASTING BOARD OF GOVERNORS (BBG),2014,IND
14410,BROADCASTING BOARD OF GOVERNORS (BBG),2014,ISR
117300,BROADCASTING BOARD OF GOVERNORS (BBG),2014,KHM
15845,BROADCASTING BOARD OF GOVERNORS (BBG),2014,KWT
0,BROADCASTING BOARD OF GOVERNORS (BBG),2014,MLI
27480,BROADCASTING BOARD OF GOVERNORS (BBG),2014,MNG
1440,BROADCASTING BOARD OF GOVERNORS (BBG),2014,NGA
92500,BROADCASTING BOARD OF GOVERNORS (BBG),2014,NLD
777202,BROADCASTING BOARD OF GOVERNORS (BBG),2014,PAK
113295,BROADCASTING BOARD OF GOVERNORS (BBG),2014,PAN
56160,BROADCASTING BOARD OF GOVERNORS (BBG),2014,SGP
1980,BROADCASTING BOARD OF GOVERNORS (BBG),2014,THA
39790,BROADCASTING BOARD OF GOVERNORS (BBG),2014,TWN
148121129.89,BROADCASTING BOARD OF GOVERNORS (BBG),2014,USA
4000,BROADCASTING BOARD OF GOVERNORS (BBG),2014,VNM
265750,BROADCASTING BOARD OF GOVERNORS (BBG),2015,BGD
149759,BROADCASTING BOARD OF GOVERNORS (BBG),2015,CAN
523027.09,BROADCASTING BOARD OF GOVERNORS (BBG),2015,CHE
24000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,CIV
259370.99,BROADCASTING BOARD OF GOVERNORS (BBG),2015,DEU
-7522,BROADCASTING BOARD OF GOVERNORS (BBG),2015,FRA
1924867.08,BROADCASTING BOARD OF GOVERNORS (BBG),2015,GBR
300000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,GEO
100000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,GHA
3105150,BROADCASTING BOARD OF GOVERNORS (BBG),2015,HKG
70040.4,BROADCASTING BOARD OF GOVERNORS (BBG),2015,IDN
62000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,IND
5000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,IRQ
270000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,ITA
26350,BROADCASTING BOARD OF GOVERNORS (BBG),2015,KEN
26820,BROADCASTING BOARD OF GOVERNORS (BBG),2015,KGZ
106000,BROADCASTING BOARD OF GOVERNORS (BBG),2015,KHM
0,BROADCASTING BOARD OF GOVERNORS (BBG),2015,KWT
61500,BROADCASTING BOARD OF GOVERNORS (BBG),2015,LBR
49800,BROADCASTING BOARD OF GOVERNORS (BBG),2015,MKD
51343.29,BROADCASTING BOARD OF GOVERNORS (BBG),2015,NER
213068,BROADCASTING BOARD OF GOVERNORS (BBG),2015,NGA
32566.6,BROADCASTING BOARD OF GOVERNORS (BBG),2015,NLD
497100,BROADCASTING BOARD OF GOVERNORS (BBG),2015,PAK
105670,BROADCASTING BOARD OF GOVERNORS (BBG),2015,PAN
73756.74,BROADCASTING BOARD OF GOVERNORS (BBG),2015,STP
55540,BROADCASTING BOARD OF GOVERNORS (BBG),2015,TUR
42790,BROADCASTING BOARD OF GOVERNORS (BBG),2015,TWN
274608,BROADCASTING BOARD OF GOVERNORS (BBG),2015,UKR
164760440.36,BROADCASTING BOARD OF GOVERNORS (BBG),2015,USA
6040,BROADCASTING BOARD OF GOVERNORS (BBG),2015,VNM
120570,BROADCASTING BOARD OF GOVERNORS (BBG),2016,AFG
70000,BROADCASTING BOARD OF GOVERNORS (BBG),2016,ARM
102475,BROADCASTING BOARD OF GOVERNORS (BBG),2016,BGD
29494.31,BROADCASTING BOARD OF GOVERNORS (BBG),2016,CAN
336546.25,BROADCASTING BOARD OF GOVERNORS (BBG),2016,CHE
36941,BROADCASTING BOARD OF GOVERNORS (BBG),2016,CIV
124200,BROADCASTING BOARD OF GOVERNORS (BBG),2016,CZE
239691.18,BROADCASTING BOARD OF GOVERNORS (BBG),2016,DEU
10200,BROADCASTING BOARD OF GOVERNORS (BBG),2016,ESP
2001479.02,BROADCASTING BOARD OF GOVERNORS (BBG),2016,GBR
104059.75,BROADCASTING BOARD OF GOVERNORS (BBG),2016,GHA
3095150.04,BROADCASTING BOARD OF GOVERNORS (BBG),2016,HKG
-7762.75,BROADCASTING BOARD OF GOVERNORS (BBG),2016,IDN
51734.47,BROADCASTING BOARD OF GOVERNORS (BBG),2016,IND
95650,BROADCASTING BOARD OF GOVERNORS (BBG),2016,IRQ
216283.44,BROADCASTING BOARD OF GOVERNORS (BBG),2016,ITA
61310.8,BROADCASTING BOARD OF GOVERNORS (BBG),2016,KEN
26820,BROADCASTING BOARD OF GOVERNORS (BBG),2016,KGZ
13200,BROADCASTING BOARD OF GOVERNORS (BBG),2016,KHM
0,BROADCASTING BOARD OF GOVERNORS (BBG),2016,KWT
0,BROADCASTING BOARD OF GOVERNORS (BBG),2016,MKD
29208,BROADCASTING BOARD OF GOVERNORS (BBG),2016,MNE
0,BROADCASTING BOARD OF GOVERNORS (BBG),2016,NER
86690.6,BROADCASTING BOARD OF GOVERNORS (BBG),2016,NGA
15000,BROADCASTING BOARD OF GOVERNORS (BBG),2016,NLD
237740,BROADCASTING BOARD OF GOVERNORS (BBG),2016,PAK
72279.97,BROADCASTING BOARD OF GOVERNORS (BBG),2016,PAN
-45000,BROADCASTING BOARD OF GOVERNORS (BBG),2016,TUR
33483.43,BROADCASTING BOARD OF GOVERNORS (BBG),2016,TWN
68684,BROADCASTING BOARD OF GOVERNORS (BBG),2016,UKR
161523466.64,BROADCASTING BOARD OF GOVERNORS (BBG),2016,USA
140950,BROADCASTING BOARD OF GOVERNORS (BBG),2017,AFG
70000,BROADCASTING BOARD OF GOVERNORS (BBG),2017,ARM
9000,BROADCASTING BOARD OF GOVERNORS (BBG),2017,AUS
122500,BROADCASTING BOARD OF GOVERNORS (BBG),2017,BEL
108475,BROADCASTING BOARD OF GOVERNORS (BBG),2017,BGD
48036,BROADCASTING BOARD OF GOVERNORS (BBG),2017,BIH
-22594.31,BROADCASTING BOARD OF GOVERNORS (BBG),2017,CAN
557232.9,BROADCASTING BOARD OF GOVERNORS (BBG),2017,CHE
124200,BROADCASTING BOARD OF GOVERNORS (BBG),2017,CZE
119675.22,BROADCASTING BOARD OF GOVERNORS (BBG),2017,DEU
10776,BROADCASTING BOARD OF GOVERNORS (BBG),2017,ESP
29400,BROADCASTING BOARD OF GOVERNORS (BBG),2017,FRA
2203402.02,BROADCASTING BOARD OF GOVERNORS (BBG),2017,GBR
5004,BROADCASTING BOARD OF GOVERNORS (BBG),2017,GEO
3075150,BROADCASTING BOARD OF GOVERNORS (BBG),2017,HKG
32000,BROADCASTING BOARD OF GOVERNORS (BBG),2017,IND
62500,BROADCASTING BOARD OF GOVERNORS (BBG),2017,IRQ
0,BROADCASTING BOARD OF GOVERNORS (BBG),2017,ISR
12650,BROADCASTING BOARD OF GOVERNORS (BBG),2017,ITA
1056182.66,BROADCASTING BOARD OF GOVERNORS (BBG),2017,JOR
9093.24,BROADCASTING BOARD OF GOVERNORS (BBG),2017,KEN
26820,BROADCASTING BOARD OF GOVERNORS (BBG),2017,KGZ
198863.9,BROADCASTING BOARD OF GOVERNORS (BBG),2017,KHM
258867,BROADCASTING BOARD OF GOVERNORS (BBG),2017,KWT
20800,BROADCASTING BOARD OF GOVERNORS (BBG),2017,LAO
49800,BROADCASTING BOARD OF GOVERNORS (BBG),2017,MKD
29208,BROADCASTING BOARD OF GOVERNORS (BBG),2017,MNE
104000,BROADCASTING BOARD OF GOVERNORS (BBG),2017,NER
116217.25,BROADCASTING BOARD OF GOVERNORS (BBG),2017,NGA
154515,BROADCASTING BOARD OF GOVERNORS (BBG),2017,PAK
17800,BROADCASTING BOARD OF GOVERNORS (BBG),2017,PAN
0,BROADCASTING BOARD OF GOVERNORS (BBG),2017,SGP
46287.12,BROADCASTING BOARD OF GOVERNORS (BBG),2017,TJK
