sum,agency,year,country
70060,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,SLV
806.03,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,THA
9158883,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,TUR
2422169.65,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,TZA
5186265.74,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,UGA
4589366802.16,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,USA
667721.45,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2011,ZAF
24915194.36,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,AFG
-4468910.29,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ARE
1626407.58,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ARM
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,AUS
12660,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,AZE
9592.72,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BEL
49352.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BEN
-498.99,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BGD
11275,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BGR
1510000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BHR
163043.15,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BIH
25000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BLR
186024.4,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BOL
50000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,BRB
5135599,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,CAN
4225,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,COG
711820.55,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,COL
3000000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,DNK
2728766,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,DOM
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ECU
358465.31,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,EGY
473886.15,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ETH
200827.33,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GBR
41395324.46,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GEO
589397.54,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GHA
202682.37,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GIB
50477.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GIN
198668.75,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GTM
547223.66,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,GUY
128245.86,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,HND
5969987.73,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,HTI
51604.39,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,HUN
10958247.44,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,IDN
534705.76,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,IND
28900,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,IRL
209550.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,IRQ
647301.79,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ISR
1752034.81,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,JOR
515104.02,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KAZ
696946.87,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KEN
35523.73,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KGZ
27505,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KHM
-0.01,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KOR
-197900.43,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,KWT
1034658.69,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,LBR
351116.84,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,LKA
64936.93,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,LUX
85016.06,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MAR
485447.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MDG
1867.31,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MHL
19846.75,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MKD
36114.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MLI
98076,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MOZ
734869.61,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,MWI
218093.66,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,NAM
12190.39,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,NGA
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,NIC
284665.17,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,NLD
96056,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,NPL
48855102.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,PAK
7255.76,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,PAN
1592050.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,PER
1776064.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,PHL
986570.31,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,SEN
19978,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,SGP
14420,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,SLE
128950,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,SLV
29840,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,SRB
40776.33,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,THA
4284.46,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,TJK
616594.93,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,TUR
1396110.12,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,TZA
4120483.41,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,UGA
44490.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,UKR
4465317036.26,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,USA
471400,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,VEN
37165738.82,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ZAF
56870,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ZMB
2960.93,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2012,ZWE
8023159.51,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,AFG
871762.75,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ARE
44472,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ARM
140617,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,AUS
4850,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,AZE
59291.64,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BEN
-355.81,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BGR
6574770,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BHR
399703.1,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BIH
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BLR
-6050,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,BOL
-739748.32,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,CAN
127437,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,CHL
37650,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,CIV
87996,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,COG
739177.67,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,COL
-1527150,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,DNK
498882,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,DOM
180620,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ECU
626095.96,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,EGY
214990.92,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ETH
234543.59,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GBR
7828301.99,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GEO
804958.2,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GHA
403185.96,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GIB
40886.44,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GIN
25916.62,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GTM
-53841,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,GUY
121888.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,HND
3155526.96,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,HTI
3946487.89,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,IDN
607487.48,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,IND
114300,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,IRQ
2724351.54,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ISR
7500,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ITA
24024,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,JAM
5612142.21,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,JOR
329535.09,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,KAZ
1140408.7,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,KEN
124386,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,KHM
28000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,KWT
528435.9,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,LBR
5868732.91,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,LKA
-1306.54,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,LUX
-49650.55,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MAR
423539.58,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MDG
1256956.35,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MKD
307054.28,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MLI
14481805.9,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MOZ
620549.32,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,MWI
11105.1,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,NAM
183335.16,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,NGA
185899.71,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,NLD
167000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,NOR
980667.86,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,NPL
20406596.86,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,PAK
-360567.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,PER
13567734.58,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,PHL
-2025.98,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,PRT
81481.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,RUS
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,SDN
907840.33,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,SEN
174000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,SGP
-111.38,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,SLE
6990694.02,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,SLV
50418.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,TTO
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,TUR
764719.97,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,TZA
1660890.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,UGA
-166.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,UKR
4506911003.03,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,USA
57683128.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ZAF
2200,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ZMB
-9632.93,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2013,ZWE
-252,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ABW
37943299.63,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,AFG
2333842.75,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ARE
114129,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ARM
49094.45,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,AUS
7653.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,AUT
3259.01,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,AZE
-1125.14,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BEL
151991.87,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BEN
4268933,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BHR
2247249.47,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BIH
8700,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BOL
-8982.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,BRB
11406290,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,CAN
60000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,CIV
223633.08,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,COG
115913.65,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,COL
1664,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,DNK
197450.18,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,EGY
23000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ESP
449665.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ETH
979105.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GBR
13508225.53,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GEO
786972.97,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GHA
163788.63,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GIB
36723.07,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GIN
40191.2,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,GTM
79884.25,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,HND
3964295.48,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,HTI
4570839.82,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,IDN
398270.94,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,IND
103950,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,IRQ
9532919,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ISR
-317.12,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ITA
-574.1,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,JAM
6020513.89,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,JOR
306826.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,KAZ
4418887.84,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,KEN
65910.49,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,KHM
16272,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,LAO
3735565.4,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,LBR
2252564,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,LKA
99800,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,LTU
-394.31,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,LUX
230000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MAR
374632.61,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MDG
39387,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MEX
-5887.49,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MKD
301561.51,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MLI
11100,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MLT
2797372,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MOZ
858830.51,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,MWI
94530.88,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NAM
265092.41,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NGA
44450,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NIC
244606,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NLD
16551,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NOR
4549868.82,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,NPL
34666854.82,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,PAK
50880,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,PAN
1121374.24,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,PER
8773600.9,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,PHL
219599,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,RWA
25160,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SAU
44012,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SDN
1534998.06,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SEN
264744,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SGP
-432.44,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SLE
7855253.31,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SLV
3300,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,SWE
252910,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,THA
19578.14,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,TJK
-523641.14,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,TUR
394796.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,TZA
439298.36,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,UGA
3824415186.46,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,USA
30771353.7,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ZAF
62903.2,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2014,ZMB
25480,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ABW
5043115.67,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,AFG
13704446.47,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ARE
232619.9,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ARM
115659.67,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,AUS
4464,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,AZE
-7719.77,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BEL
161089.91,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BEN
4558516,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BHR
1825630.47,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BIH
-10149.33,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BOL
12000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,BRA
-3003930.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,CAN
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,CIV
225684,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,COG
71816.3,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,COL
6500,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,DEU
2886256.19,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,DOM
53577,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ECU
1513084.46,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,EGY
679058.17,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ETH
1182114.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,FRA
1437764.98,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GBR
-169098.53,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GEO
792867.36,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GHA
327053.36,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GIB
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GIN
10410.53,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GTM
-31639.22,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,GUY
41198.66,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,HND
2260217.18,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,HTI
3263585.09,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,IDN
1660614.95,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,IND
37620,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,IRQ
3210067.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ISR
-467.6,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,JAM
7728656.15,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,JOR
101322.17,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,KAZ
164019114.87,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,KEN
22000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,KHM
0,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,KWT
6191257.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,LBR
182907.75,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,LKA
98781,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,LTU
-15828.91,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MAR
200530,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MDG
262258.48,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MEX
403645.74,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MKD
886527.85,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MLI
1844111.28,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MOZ
138950,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MUS
667240.45,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,MWI
-28110.05,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,NGA
533101.59,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,NLD
58247,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,NOR
87422.78,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,NPL
36522922.14,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,PAK
7200,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,PAN
319460,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,PER
1266441.68,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,PHL
100300.08,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,PRY
6460,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,QAT
4268087,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,RWA
200162,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SDN
1668540.13,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SEN
593463.88,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SGP
9908.16,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SLE
2051992.93,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SLV
28700,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SRB
3300,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,SWE
68067.56,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,THA
-250000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,TUR
1329900.51,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,TZA
73614,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,UGA
5556579603.24,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,USA
25590898.44,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ZAF
161179.11,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2015,ZMB
219587.35,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,ABW
598376.48,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,AFG
151089.99,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,ALB
26592587.61,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,ARE
144420,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,ARM
81000,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,AUS
4630.5,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,AZE
-2491.18,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,BEL
31323.53,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,BEN
5079333.33,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,BHR
1195113.48,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,BIH
32400,AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID),2016,BMU
